AimagName_mng,SoumName_mng,BagName_mng,BagN,PlotName_mng,AimagName,SoumName,Bagname,PlotName,Longitude,Latitude,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
???,??????????,???????,1,??????????? ??????/????,Uvs,Naranbulag,Gun burd,Hashaalaagui talbai/Buum,92.5917,49.4068,0.1,0.2,0.2,0.05,0.7,0.2,1.6,4.4,0.2,1.6,0.6,0.6,1.7,3.4
???,??????????,?????-?????,4,??????,Uvs,Naranbulag,Ulaan-Uzuur,Tataas,92.3733,49.2408,0.01,0.3,0.2,0.25,1,0.3,4.7,0.6,0.6,2.1,1.9,2.2,2.1,1.7
???,??????????,??????,3,??? ????,Uvs,Naranbulag,Hujirt,Shar nuur,92.7409,49.5967,0.1,0.1,0.1,0.2,0.8,0.4,3.6,1.2,0.6,0.4,0.7,2.3,1.6,1.9
???,?????,?????????,2,??? ?????,Uvs,Ulgii,Ulgii nuur,Huh uzuur,92.0559,48.8856,,,,,,0.4,,,0.6,2.8,0.6,2.2,2.1,1.8
???,?????,????????,4,??????????? ??????,Uvs,Ulgii,Hudulmur,Hashaalaagui talbai,92.0561,49.031,0.1,0.1,0.65,0.2,2,0.4,12.8,1.7,,2.6,0.2,1.6,1.7,0.4
???,?????,?????????,3,??????,Uvs,Ulgii,Hulst nuur,Manhan,92.13897222,49.05916667,0.2,0.1,0.7,0.5,3,1.4,1.9,3.4,1.2,4,0.8,2.8,2.2,2.2
???,?????,??????,1,?????? ????? ???,Uvs,Ulgii,Chargat,Shuvuun hariin hyar,92.2256,48.9617,,,,,,,,,1.2,7.9,0.8,1,3.4,2.5
???,?????,??????,1,??????,Uvs,Ulgii,Chargat,Yendert,92.3147,48.7833,1.8,1.2,2.4,3.2,3.6,4.2,0.7,1.8,,,,,,
???,????????,???????,4,?????,Uvs,Umnugobi,Bayangol,Morit,91.6421,48.9877,1.8,0.9,1.1,1.4,2.3,1.9,1.9,1.2,0.9,3,0.9,1.6,4,3.3
???,????????,?????,5,??????????? ??????,Uvs,Umnugobi,Namir,Hashaalaagui talbai,91.7151,49.0754,2.1,1.5,3.2,2.6,2.1,2.6,1.8,1.3,0.5,1.8,0.6,3,2.2,2.2
???,????????,??????,3,??? ???,Uvs,Umnugobi,Orlogo,Bor hag,91.4657,49.1329,2.2,2.2,0.9,2.2,3.8,3.9,1.9,1.7,1.4,2.3,1.2,1.2,3.3,3.4
???,????????,??????,2,????????? ??????,Uvs,Umnugobi,Uliastai,Rashaantiin hotgor,91.36502778,49.02302778,1.6,1.9,3.5,2.9,2,1.2,1.8,1.5,0.6,3.2,1.2,1.2,3.6,2.2
???,????????,??????,1,??? ?????,Uvs,Umnugobi,Holboo,Har shanaa,91.8564,49.1833,1.3,2.6,3.2,2.1,3.6,2.7,5.3,3.8,1,2.1,1.1,7.2,3,2.4
???,???????????,?????????,2,???,Uvs,Undurhangai,Batsaihan,Emt,95.09033333,48.8015,,3.6,4.2,3.2,2.1,4.2,1.5,1.1,3.8,6.2,2.6,5.8,6.2,4.2
???,???????????,?????????,4,??????,Uvs,Undurhangai,Jargalant,Uushigt,94.7353,49.0513,1.9,2.8,3.6,2.3,2.3,3.5,3.8,3.5,0.6,3.7,2,2,4,3.6
???,???????????,??????????,3,?????,Uvs,Undurhangai,Tsagaan nuur,Unegt,94.8288,48.7723,1.6,3.4,3.8,2.8,2.4,2,5.7,3.2,2.6,3.6,0.6,6,3.3,3.3
???,???????????,?????,1,??????,Uvs,Undurhangai,Tsaluu,Barchin,95.06158333,49.07675,2.1,1.5,3.6,1.8,2.4,2.5,4.3,0.8,0.8,4,2.5,3.3,3.8,3.6
???,???????????,????????,5,??????????? ??????/???? ????,Uvs,Undurhangai,Tsetserleg,Hashaalaagui talbai/Zuun denj,94.88866667,49.27541667,0.01,0.3,1.5,1,3.1,0.2,4.6,1.8,1.8,2.9,2,4.7,2.4,2.6
???,?????,????????,1,????? ?????,Uvs,Sagil,Bayanzurh,Ajiin huduu,91.5973,50.5052,0.01,0.5,1.1,1.5,0.6,0.1,4.6,2.2,,4.4,2.2,0.4,4.2,1.4
???,?????,??????,2,????????? ?????,Uvs,Sagil,Borshoo,Hetsuugiin naran,91.6973,50.6264,,,1,,3,0.2,2.3,1.8,0.3,3.4,1.8,3.2,2.3,1.2
???,?????,????????,3,?????? ??????? ??????,Uvs,Sagil,Undur mod,Gurvan bulgiin hotgor,91.0291,50.2411,0.01,0.3,0.8,0.9,2,0.5,4.2,1.7,0.2,3.8,1.3,1.8,2.5,1.8
???,?????,?????????,4,?????? ???,Uvs,Sagil,Uureg nuur,Tsagaan gol,90.6556,50.2087,,0.2,,0.5,1.2,0.1,8.4,1.6,,4.4,1.5,1.4,1.8,1.1
???,?????,??????,5,??????????? ??????/??? ????? ????,Uvs,Sagil,Har mod,Hashaalaagui talbai/Har modnii denj,91.58272222,50.35602778,0.54,0.6,0.5,0.4,3.2,0.8,1.6,2.5,0.2,2.4,0.4,1.8,1.1,1.5
???,????????,?????????,1,????????? ????,Uvs,Tarialan,Burgastai,Havchigiin ehen,91.73741667,49.48175,,,0.1,,3.7,1,5.8,1.8,0.7,0.9,0.9,1.8,1.3,1.6
???,????????,??????,3,???????? ???,Uvs,Tarialan,Myangan,Nutsgenii zoo,91.8485,49.6761,1.2,0.4,0.3,0.2,3.8,0.5,4.3,2.6,2.2,1.1,2.3,1.5,2.2,1.7
???,????????,??????????,2,???????,Uvs,Tarialan,Tarvagatai,Havtgai,91.62327778,49.53175,,,0.309166667,,2,,2.4,3.5,1.1,1.1,1.6,1.3,2,3.6
???,????????,????????,6,??????????? ??????/??????,Uvs,Tarialan,Harhiraa,Hashaalaagui talbai/Tahilt,92.0745,49.7843,,,0.4,,5.5,,3,1.2,1.8,0.6,2.5,1.8,2.8,4.2
???,????????,?????,5,????? ???,Uvs,Tarialan,Huhuu,Huren had,91.9291,49.6973,,,0.1,,3.6,,5.4,3.9,0.6,1.1,2.6,,4.7,3.7
???,??????,???????????,1,??????,Uvs,Turgen,Bayanhairhan,Dohiur,91.3267,50.0619,,,,,,,,,1.2,5.5,2.7,1.6,4.9,5.1
???,??????,???????????,1,????? ???? ?????,Uvs,Turgen,Bayanhairhan,Goliin umnu huvuu,91.4403,49.9258,0.3,0.5,0.6,0.6,0.7,0.6,2.6,0.4,0.1,1.2,1,1.6,1.4,1.9
???,??????,?????????????,3,??????????? ??????/?????? ???,Uvs,Turgen,Erdenehairhan,Hashaalaagui talbai/Tsunheg uul,91.653,50.0844,0.6,0.5,1,0.6,0.5,0.6,1.2,0.5,0.2,1.8,0.8,1.9,1.9,2
???,??????,???????,2,???? ????????,Uvs,Turgen,Rashaant,Govi eljigene,91.1831,49.97355556,0.1,0.1,0.5,1.4,0.5,0.4,2.8,0.3,,,,,,
???,???,,5,?????? ?????,Uvs,Tes,Endert,Gurvan bulag,93.54586111,50.34758333,0.8,0.2,0.8,2.1,2.9,1.7,4.8,3,0.4,0.3,0.5,4,0.6,0.6
???,???,,6,??????????? ??????,Uvs,Tes,Tooromt,Hashaalaagui talbai,93.60194444,50.47061111,2.35,1.8,1.8,4.7,7.1,4.4,1.6,7.7,2.9,3.1,1.8,14.7,2.8,2.9
???,???,,8,???? ??????,Uvs,Tes,Nuragt,Gants tolgoi,93.59619444,50.42491667,,,1.2,4,3.3,5.4,2.1,3.5,2,2.5,6.7,1.6,24.1,10.5
???,???,,8,??????? ??,Uvs,Tes,Nuragt,Guuriin am,93.62655556,50.567,1.8,0.4,3,36,2.8,3.4,4.4,4.1,4,4,2.5,5.3,5.4,3.9
???,???,,10,?? ???????,Uvs,Tes,Bulgiin undur,Ih gatlaga,93.94688889,50.50738889,,,1.2,4,3.3,5.4,5.4,2.6,,,2.5,0.4,2.9,2.4
???,????????,Bayanhairhan,1,???? ?????,Uvs,Ulaangom,Bayanhairhan,Heer morit,91.94741667,50.09955556,,,,,,,,,1.8,5.4,2.2,1.6,1.4,4.1
???,????????,????,4,?????,Uvs,Ulaangom,Toli,Arsai,91.86058333,49.91313889,,,,,,,,,,5.7,1.5,1.5,4.6,2.8
???,????????,????????,6,????????,Uvs,Ulaangom,Harhiraa,Adargana,92.16580556,49.93141667,2.1,1.5,2.3,0.9,2.5,1.3,6.4,2.7,,,,,,
???,????,????,3,??? ?????,Uvs,Hovd,Achit,Har uzuur,90.8054,49.5338,2.4,1.5,2,0.8,4.6,1.3,3.2,4.3,1.6,3.2,2.2,1.6,0.7,2.5
???,????,???????????,4,??? ???,Uvs,Hovd,Haliunbulag,Shar dal,90.9845,49.3996,2.4,1.5,1.6,0.9,1.6,0.9,1.8,3.2,1.4,3.5,2.4,2.6,1.4,3.6
???,????,????,1,??????????? ??????/??? ?????? ???,Uvs,Hovd,Hovd,Hashaalaagui talbai/Har yalaanii bel,90.9317,49.2933,2.6,1.9,2.4,0.85,2.2,1.4,1,2.9,1.2,5.7,0.8,2.8,1.2,3.9
???,????,?????,2,?????? ?????,Uvs,Hovd,Shiver,Bogdiin ganuu,91.2553,49.2804,0.3,1.5,1.5,0.7,4,0.6,4.8,4.4,1.4,3.1,1.5,2,0.7,2
???,??????,?????,2,?????,Uvs,Hyargas,Bugat,Nairt,93.90658333,49.54402778,0.4,1.6,1.5,1.1,2.4,0.4,6.9,4.6,3.6,1.5,0.7,3,2.8,3.2
???,??????,???????,3,??????,Uvs,Hyargas,Hairhan,Endert,93.65925,49.57827778,,,,0.9,1.2,,10.7,4,2.7,0.9,0.6,5.1,6.4,4
???,??????,???????,3,??????????? ??????/?????? ?????,Uvs,Hyargas,Hairhan,Hashaalaagui talbai/Ulaanii ganyy,93.73619444,49.69602778,,1,1.3,0.75,5.3,0.7,4.6,4.9,2.5,1.4,0.7,3,10.3,5.1
???,??????,??????,1,??? ?????,Uvs,Hyargas,Hangai,Bel bulag,94.0576,49.4694,,0.1,0.1,0.05,0.4,0.1,2.2,6.9,2.1,1.9,0.8,0.1,4.8,3.9
???,?????????????,???????,3,??????????? ??????/?????????,Uvs,Tsagaanhairhan,Arbulag,Hashaalaagui talbai/Munduuhuu,94.2501,49.3943,0.1,0.2,0.2,0.1,2.8,0.1,3.5,2.4,1,2.1,0.2,3.8,6.8,1.8
???,?????????????,??????????,4,??????,Uvs,Tsagaanhairhan,Dalanhuruu,Turgen,94.1396,49.425,0.25,0.1,0.1,0.2,1.8,0.2,5.9,5.2,0.4,0.8,0.2,4.8,2.3,1.4
???,?????????????,????,2,??????,Uvs,Tsagaanhairhan,Hulj,Hashaat,94.2617,49.4598,,,,,,,,,1.1,1.6,0.4,1.8,4.7,2.8
???,?????????????,????,2,????? ?????,Uvs,Tsagaanhairhan,Hulj,Ehnii bulag,94.25875,49.29961111,0.1,0.1,0.2,0.1,1,0.1,5.8,3.6,,,,,,
???,?????????????,????,1,?????,Uvs,Tsagaanhairhan,Hunt,Modot,94.34611111,49.41305556,,1.45,,1.4,,3.2,,,0.8,1.7,0.3,1.7,2.8,2.9
???????????,???????????,????????,,???? ???????,Ulaanbaatar,Baganuur,Baganuur,Dund baidlag,108.4241111,47.88847222,,,,,,2.4,,,,4,,6.4,4.4,4.5
???????????,???????????,????????,,?????? ??,Ulaanbaatar,Baganuur,Baganuur,Nariinii am,108.2774722,47.83169444,,,,,,2,,,,,,,,
???????????,???????????,????????,,?????,Ulaanbaatar,Baganuur,Baganuur,Diviz,108.4265278,47.79755556,,,,,,3.2,,,,,,,,
???????????,???????????,????????,,?????? ????,Ulaanbaatar,Baganuur,Baganuur,Nariin nuur,108.4319167,47.74480556,,1.7,1.2,1.4,3.2,5.4,3,7,,,,,,
???????????,???????????,????????,11,????? ??????,Ulaanbaatar,Bayanzurh,Bayanzurh,Hureltogoot,107.0749167,47.87925,,2.2,2,1.2,1.8,4.3,5.4,3.8,4.2,3.3,4.2,3.2,4.6,9.7
???????????,???????????,??????,14,??????,Ulaanbaatar,Han-Uul,Han-Uul,Maanit,106.6755833,47.78788889,,1.8,2.6,1.4,2.8,4.9,2.6,2.1,2,2.2,1.8,3,3.4,4.9
???????????,???????????,????????,21,??????? ??,Ulaanbaatar,Songinohairhan,Songinohairhan,Auyshiin am,106.6166111,48.12611111,,1.6,1.8,1.1,1.8,1.8,,,3.2,3.7,1.5,6.4,3.2,4.1
???????????,???????????,??????,6,????????,Ulaanbaatar,Nalaih,Nalaih,Ganhadat,107.4443333,47.98119444,,,,,,,,,,1.8,2.2,14.3,4.4,8.2
???????????,???????????,??????,6,?????? ?????,Ulaanbaatar,Nalaih,Nalaih,Orosiin garam,107.4546667,47.98241667,0.1,0.1,0.1,1.6,3.2,0.2,0.2,2,,,,,,
????,?????,??????????,2,????,Hovd,Altai,Altangadas,Tsonj,91.90631,45.57861,,,,,,,,,1.4,1.5,2,0.9,2.4,0.5
????,?????,??????????,2,?????,Hovd,Altai,Altangadas,Yolhon,92.24719,45.59478,0.2,0.1,0.1,1.9,2.1,0.2,0.2,0.6,,,,,,
????,?????,??????,3,????,Hovd,Altai,Barlag,Seer,92.85036,45.80014,0.2,0.2,0.2,1.4,2.1,0.2,0.5,0.6,0.8,0.8,1.7,1.6,0.7,0.5
????,?????,??????,1,??????,Hovd,Altai,Bodonch,Hundii,92.45658,46.24256,,,,,,0.7,4.9,0.5,1,2.9,1.2,0.9,1.7,0.6
????,?????,??????,4,??????????? ??????,Hovd,Altai,Tahilt,Hashaalaagui talbai,92.51625,46.02775,0.92,0.5,0.5,7.6125,1.3,0.4,0.5,3.6,0.8,1.2,1,0.3,0.6,0.6
????,??????,??????????,4,?????,Hovd,Bulgan,Alag tolgoi,Ongog,91.02603,46.32658,,,,,,0.4,0.3,5.5,1.8,1.8,1.7,0.4,2.8,1.5
????,??????,??????,3,??????,Hovd,Bulgan,Baitag,Baitag,90.8914,45.36358,,,,,,1.3,,0.01,2.3,1.2,0.8,0.3,0.3,1.3
????,??????,??????,3,?????,Hovd,Bulgan,Baitag,Uushig,90.9848,45.6165,,,,,,,,0.01,,1.9,1.4,0.3,0.6,0.9
????,??????,???????,1,???????,Hovd,Bulgan,Bayangol,Bayangol,91.36469,46.33606,,,,,,0.4,1.3,0.2,2,1.9,1.4,0.01,0.6,0.9
????,??????,???????????,6,??????????? ??????,Hovd,Bulgan,Burenhairhan,Hashaalaagui talbai,91.58572,46.11008,,,,,,,,0.01,0.1,0.7,0.3,0.01,0.3,0.8
????,?????,????????????,3,????? ???????,Hovd,Buyant,Naranhairhan,Tavan hairhan,91.81661,48.10167,0.3,3.4,3.4,5.3,0.5,0.5,1.2,8.6,5,2.5,1.2,1.2,0.9,2.8
????,?????,?????????????,5,??? ?????,Hovd,Buyant,Norjinhairhan,Huh bulan,91.74394444,48.11094444,0.1,0.2,0.2,3.4,1.4,0.6,1.1,0.01,5.5,10.9,1.2,1,2.9,7.3
????,?????,??????-????,4,?????? ????,Hovd,Buyant,Tsagaan ereg,Tsagaan ereg,91.54419,47.91925,,0.4,0.4,0.9,0.9,1,,1.2,1.1,0.8,0.3,1.2,0.4,1.2
????,?????,?????,1,??????,Hovd,Darvi,Bulag,Bazariin bulag,94.1554444,46.8985833,,,,,,,0.9,0.01,0.6,0.8,0.2,0.2,0.4,1.2
????,?????,??????,5,??????????? ??????,Hovd,Darvi,Bulgan,Hashaalaagui talbai,93.59356,46.92389,,,,,,,,2.8,2.5,1.6,0.2,0.4,3,2.6
????,?????,??????,2,????? ????? ?? ????,Hovd,Darvi,Delger,Naran hariin ar bugs,93.63231,47.10561,0.3,3.2,3.2,1.9,6.3,0.4,0.5,6,5,1.7,0.6,3.8,3.3,1.9
????,?????,??????????,4,???? ???? ???,Hovd,Darvi,Mungun ayga,Shine usni den,93.25711,47.19639,0.1,3.8,3.8,2.5,3.8,8.2,0.9,3,2.6,4.9,1,0.3,1.8,2.9
????,?????,?????,3,????????? ?????,Hovd,Darvi,Murun,Narangiin nuruu,93.386,46.89853,0.2,0.4,0.4,1.25,1.4,0.4,2.6,0.7,5.6,4.2,0.3,1.2,1.8,3.4
????,??????,?????,1,????,Hovd,Durgun,Agvash,Nuht,92.54903,48.28464,0.1,0.3,0.3,1.6,0.9,0.7,0.3,2.2,0.8,0.3,0.3,1.2,1.2,2.9
????,??????,????????,3,?????????,Hovd,Durgun,Argalant,Baltsarhai,92.91928,48.27747,,,,,,,,,1.3,0.4,0.3,0.4,2.3,2
????,??????,????????,3,??? ???,Hovd,Durgun,Argalant,Sul har,93.00219,48.37183,,,,,,,1.3,0.8,,,,,,
????,??????,???????,4,??????????? ??????,Hovd,Durgun,Uguumur,Hashaalaagui talbai,92.62064,48.35383,0.6,0.2,0.2,1.2,0.8,3,0.9,0.4,0.3,0.2,0.1,0.4,0.4,3.6
????,??????,????,2,????? ???,Hovd,Durgun,Seer,Aravj uul,92.73983,48.53317,0.2,0.2,0.2,1.2,0.4,0.8,0.4,1.4,0.4,1.4,0.6,0.2,2.2,3.3
????,????,?????,4,??????????? ??????,Hovd,Duut,Bosgo,Hashaalaagui talbai,91.63572,47.51481,1,0.3,0.3,1.2,1.2,1.8,2.7,5.3,5.2,3.6,1.2,0.6,2.2,2.9
????,????,?????????,2,?????? ???? ?????,Hovd,Duut,Huh belchir,Martsad hoid salaa,91.60347,47.40167,1.3,0.3,0.3,1.1,1.3,2.4,1.4,2.8,0.7,1.2,0.3,0.4,0.9,1.2
????,????,????????????,3,???????? ??,Hovd,Duut,Tsagaan burgas,Gyalgariin am,91.64394,47.58208,,,,,,1.1,0.7,1.6,2,1.2,0.4,0.4,0.6,1.1
????,????,?????,1,???????? ?????,Hovd,Duut,Shiver,Shiveriin hutul,91.47563889,47.60061111,0.1,0.5,0.5,0.9,,0.5,1.2,1.4,2.5,2.4,0.6,1.3,1.8,1.5
????,?????????,?????,4,??????????? ??????,Hovd,Jargalant,Bugat,Hashaalaagui talbai,91.62880556,47.96752778,0.3,0.4,0.4,,,1,0.9,1.2,1.4,0.8,0.4,0.6,0.5,1
????,?????????,??????????,12,????? ?????,Hovd,Jargalant,Tsambagarav,Hatuu hutul,91.59486,48.05058,,0.4,0.4,,,0.5,1.2,0.2,0.8,0.4,0.4,0.1,0.2,1
????,?????,?????,3,????? ?????,Hovd,Zereg,Buraa,Hadin yorool,92.96689,47.30344,0.2,0.5,0.5,1,0.6,1.7,0.4,11.8,0.4,0.2,0.2,0.4,2.1,1.2
????,?????,????????,2,??????,Hovd,Zereg,Burgasan,Nutsgen,92.77097,47.15608,0.2,0.4,0.4,0.6,0.4,1.3,0.1,13.6,4.6,6,1.4,0.01,11.6,4.4
????,?????,?????,1,????????,Hovd,Zereg,Guvee,Muhardav,92.43075,47.20033,0.1,0.3,0.3,0.1,0.1,2.4,0.8,0.2,2.7,0.6,0.1,0.01,1.4,1
????,?????,???????,5,??????????? ??????,Hovd,Zereg,Hundlun,Hashaalaagui talbai,92.83936,47.10125,,0.4,0.4,0.7,0.5,6.6,0.8,2.2,,0.6,0.1,4.4,0.2,0.2
????,?????,????,4,??? ?????? ?????,Hovd,Zereg,Ehen,Huh duguin hudag,93.05256,46.96819,,,,,,,,,2.4,0.8,0.1,0.01,1.2,0.8
????,?????,????,4,??????? ?????,Hovd,Zereg,Ehen,Bandiin hudag,93.13806,47.15011,0.55,1.2,1.2,3.2,4.9,0.2,1.4,0.4,,,,,,
????,??????,???????,4,???????,Hovd,Manhan,Bayangol,Rashaant,92.353142,47.71478,0.4,0.6,0.6,2,1.6,2.9,0.2,0.4,2.2,1.2,0.2,0.01,0.8,2
????,??????,??????,5,???????,Hovd,Manhan,Botgon,Hundlun,92.26072222,47.28080556,1,1.1,1.1,19.4,10.2,1.9,0.3,3.1,2.8,1.8,0.2,2.4,0.5,2.4
????,??????,????????,2,?????,Hovd,Manhan,Zereg gol,Ganga,92.56172,47.34547,,1.2,1.2,0.8,6.6,1,0.2,1,2.9,9.3,4.8,2,3.4,6.6
????,??????,??????,1,???? ?????,Hovd,Manhan,Tahilt,Uvur tsohio,91.93525,47.51519,,,,,,,0.7,0.6,1,4,0.9,0.3,1.2,3.2
????,??????,?????????,6,??????????? ??????,Hovd,Manhan,Tugrug gol,Hashaalaagui talbai,92.17514,47.40542,0.6,0.6,0.6,5.8,6.7,0.6,0.6,1.9,2.2,1.2,0.3,2,0.5,2.4
????,??????,??????????,3,?? ????,Hovd,Manhan,Ulaan huree,Ih must,92.09636,47.07236,0.9,1.2,1.2,0.85,3.3,2.8,1.1,1.4,5.8,2,0.4,2,1.2,4.5
????,???????????,????,1,??? ???,Hovd,Munhhairhan,Alag,Huh sai,91.74053,47.251,0.4,1.1,1.1,1.1,1.2,2.2,,0.01,1.4,5.6,0.9,2,1,1.4
????,???????????,????,2,?????? ?????,Hovd,Munhhairhan,Bort,Nariin uzuur,91.76097,46.92669,0.6,1,1,0.85,0.6,3,2.7,0.9,0.8,3.6,0.7,0.7,1,1.1
????,???????????,??????,4,??????????? ??????,Hovd,Munhhairhan,Senher,Hashaalaagui talbai,91.85711,47.06203,,,,,,,,,0.8,2.8,0.4,1.7,0.6,1
????,???????????,??????,4,??? ?????,Hovd,Munhhairhan,Senher,Shar hutul,92.01444,47.087,1,1.2,1.2,1.3,1.4,2,1.1,0.9,,,,,,
????,???????????,???,3,?????? ???,Hovd,Munhhairhan,Hag,Nariin hag,91.7745,47.02511,,0.6,0.6,0.8,3,2.6,0.7,0.8,0.8,3.1,0.7,0.3,1.2,1.3
????,????,???????????,3,?????? ???? ????,Hovd,Must,Bayanhairhan,Tavtiin baga manj,92.38036,46.87667,0.1,1.4,1.4,0.9,2.2,,10.8,0.5,2.4,1.8,0.4,0.9,0.4,0.5
????,????,?????,4,?? ??? ???,Hovd,Must,Davst,Ih shar had,92.29844,46.79067,0.6,0.5,0.5,1,1.3,2.6,1.1,0.4,3.7,3.6,0.6,0.8,0.7,1.2
????,????,???????????,5,??????????? ??????,Hovd,Must,Ulaantolgoi,Hashaalaagui talbai,92.82206,46.68883,,,,,,0.6,1.6,0.4,0.8,2.6,0.3,0.8,1.6,0.5
????,????,??????,2,??????? ???? ??? ???,Hovd,Must,Hujirt,Mustiin amnii urd zoo,92.56736,46.73158,,,,,,,,,2.2,4.9,0.6,0.2,0.8,0.9
????,????,??????,2,????????? ????,Hovd,Must,Hujirt,Balgataan toom,92.71756,46.57561,0.6,1.1,1.1,0.55,3.2,5.1,14.3,0.4,,,,,,
????,????,????????,1,???????? ??,Hovd,Must,Tsetseg gol,Baatariin am,92.818111,46.80564,0.4,0.9,0.9,1.4,0.6,9.7,8.1,3,2,3,0.4,1,1,1
????,??????,?????????,2,???? ??????,Hovd,Myangad,Bayanbulag,Sain ulziit,91.88289,48.79708,0.7,1.5,1.5,0.4,0.5,1.5,6.1,2.5,1.6,1,0.4,0.6,0.9,1.7
????,??????,?????????,5,??????????? ??????,Hovd,Myangad,Bayanhoshuu,Hashaalaagui talbai,91.91975,48.24647,,1.7,1.7,1.6,0.4,1.3,6,6.7,1.5,0.2,0.1,0.8,1,2.3
????,??????,??????,3,???? ??????,Hovd,Myangad,Gahait,Arhi tsatsdag,91.82797,48.39178,0.2,,,,,0.2,10.1,3.1,3.6,0.4,0.2,1.2,1.1,3.4
????,??????,???????????,4,?????? ???,Hovd,Myangad,Tsagaanbulan,Chargat bel,92.14694,48.66903,0.4,2.1,2.1,2.1,0.4,1.1,2.8,4.1,1.8,0.4,0.4,0.4,0.9,1.8
????,??????,?????????,1,??????? ???,Hovd,Myangad,Tsatsargant,Moritiin bel,91.87372,48.54769,,0.1,,2.25,2.4,1.1,8,0.3,2.5,0.7,0.1,0.3,1,3.2
????,????,?????????,2,??????,Hovd,Uench,Nariin gol,Suurga,91.96422,46.22528,0.2,0.3,0.3,3.65,1.3,5.1,12.8,1,3,2.2,1,2.7,0.8,0.6
????,????,??????,4,??? ?????,Hovd,Uench,Uliast,Har uzuur,91.52717,46.20725,0.1,0.4,0.4,2.1,1,0.8,5.7,1.2,3.4,4.4,3,1.1,4.7,1
????,????,????????,5,??????????? ??????,Hovd,Uench,Huh uzuur,Hashaalaagui talbai,92.05517,46.07869,,0.1,0.1,,,,6.2,1.6,1.4,0.8,1.7,0.01,0.7,0.4
????,????,????????,5,???? ????????,Hovd,Uench,Huh uzuur,Hoid jargalan,91.74811111,46.17316667,0.2,0.2,0.2,3.1,1.3,0.8,10,1,,4.4,1,1.9,0.8,0.4
????,????,???????????,1,?????? ?????,Hovd,Uench,Tsagaantunge,Tsagaan tunge,91.90408,45.94589,,0.6,0.6,2.4,0.8,0.8,16.3,2.8,1.4,2.2,1.2,1.9,1.5,1
????,????,???????????,3,???? ????,Hovd,Hovd,Baruun salaa,Iher buuts,91.50142,48.15589,,0.6,0.6,0.9,1.3,0.8,9.8,4.4,2,5.6,0.4,2,13.6,2.4
????,????,?????????,1,????????? ??,Hovd,Hovd,Bayanbulag,Biluutiin am,91.36036,48.01617,,,0.9,2.5,1.1,1.4,7.6,1.3,4,4.4,1.1,1,10.4,3.1
????,????,??????,5,??????????? ??????,Hovd,Hovd,Dund us,Hashaalaagui talbai,91.36031,48.13258,,0.9,,2.4,,2.2,16.8,3.5,1.2,1.4,0.5,0.3,1.5,1.7
????,????,????????????,2,????? ?????,Hovd,Hovd,Tsagaan burgas,Urtuu hudag,91.26683,48.20194,,,,,,,12.5,2.2,,2.4,0.2,1.2,7.6,3.1
????,????,????????????,2,?????,Hovd,Hovd,Tsagaan burgas,Morit,91.39878,48.18381,0.4,0.2,0.2,1.05,0.4,2.2,4.6,0.4,1.7,2.4,0.9,0.9,6,1.6
????,?????,???????,2,???????,Hovd,Tsetseg,Bayangol,Bayangol,93.37892,46.25492,,,,,,,,,0.3,1.4,0.2,0.5,0.6,0.4
????,?????,???????,2,??????,Hovd,Tsetseg,Bayangol,Zaisan,93.50017,46.34617,,0.2,0.2,1.6,1.1,1.3,8.3,0.6,,,,,,
????,?????,????-????,3,???? ?????,Hovd,Tsetseg,Bayan-Ovoo,Olon hudag,93.08947,46.47097,0.5,0.1,0.1,1.45,1.1,0.8,12.5,1.5,0.3,2.4,0.3,0.3,0.3,0.3
????,?????,???????,1,?????,Hovd,Tsetseg,Hajinga,Huren,93.54258,46.40108,,,,,,0.8,3.1,0.2,0.3,4.9,1,0.4,1.6,1.6
????,?????,?????????,4,??????????? ??????,Hovd,Tsetseg,Tsetseg nuur,Hashaalaagui talbai,93.284,46.58103,,0.4,0.4,0.8,2.3,3.6,1.6,1.4,0.2,1,0.3,1.2,0.9,0.2
????,????????,???????????,3,???? ??????,Hovd,Chandmani,Bayanhairhan,Alag tolgoi,92.62419,47.8015,,,,,,0.6,14.4,1,0.8,0.7,0.2,1.3,0.6,1.3
????,????????,?????????,6,????? ????,Hovd,Chandmani,Jargalant,Goliin adag,92.88422222,47.68841667,0.1,0.1,0.1,0.7,1.9,0.1,0.4,1.5,1,0.6,0.2,0.1,2,2.8
????,????????,??????,4,???,Hovd,Chandmani,Suljee,Zah,92.51397,47.89461,0.5,0.4,0.4,0.6,2,1.3,4.2,2,0.7,0.9,0.1,1,9.1,1.7
????,????????,??????????,1,????,Hovd,Chandmani,Taliin bulag,Shand,93.18608333,47.39325,0.3,0.4,0.4,0.9,6.6,3.9,11,2.5,1.2,1.1,0.4,1.4,0.8,1.3
????,????????,??????,2,?????,Hovd,Chandmani,Tahilt,Emgen,92.89258,47.55481,0.1,0.1,0.1,0.3,1,5.2,2.1,0.5,1.8,1.2,0.2,0.7,8.7,1.7
????,????????,??????,5,??????????? ??????,Hovd,Chandmani,Urd gol,Hashaalaagui talbai,92.78836,47.66039,0.4,0.5,0.5,7.9,0.9,2.8,1.9,0.8,0.4,0.4,0.1,0.01,1.2,1.8
