AimagName_mng,SoumName_mng,BagName_mng,BagN,PlotName_mng,AimagName,SoumName,Bagname,PlotName,Longitude,Latitude,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
????????,?????????,????-???,4,?????????? ??????,Arhangai,Battsengel,Bayan-Uul,Eezgiitiin hujirt,101.671194400,47.884861110,3,5.4,5.4,3.3,2.9,10.2,1,7,7.6,10.1,4.7,2.8,2.4,7.6
????????,?????????,???????,6,??????????? ??????/????? ?????,Arhangai,Battsengel,Dairbor,Hashaalaagui talbai/Yastiin enger,101.967750000,47.800888890,7.8,2.3,2.3,2.8,2.4,2.6,3.1,4.8,2.3,3.4,1.5,2.2,0.9,1.7
????????,?????????,???,3,??????? ??????,Arhangai,Battsengel,Del,Tuulai tolgoi,101.879472222,47.684333333,0.9,5.6,5.6,4.5,3.8,13.5,0.7,7.1,3.2,6.5,1.9,3,1.3,5
????????,?????????,??????????,1,?????,Arhangai,Battsengel,Ulaanchuluu,Asgat,102.122666700,48.002472220,3.7,5.7,5.7,,5.3,11.8,6,7.6,3.7,9.3,5.2,3.3,2.2,4.8
????????,?????????,?????,2,??????,Arhangai,Battsengel,Hunug,Nuudii,102.211388900,47.976833330,4.1,5.5,5.5,3.2,5.4,10.5,2.6,9.4,6.7,11.7,7.1,3.6,3.2,3.6
????????,?????????,???,5,??? ?????,Arhangai,Battsengel,Tsats,Urt bulag,101.753361100,47.927777780,2.9,4.7,4.7,3.1,2.8,4,4.4,5.2,4.8,4.9,3.6,2.3,1.5,2.5
????????,??????,?????????,4,????? ???,Arhangai,Bulgan,Bayanbulag,Hadat-Uul,101.441416700,47.397583330,2.5,2.2,2.2,9.2,9.2,2.5,3.6,4.6,3.7,13.7,1.6,9.3,12,4.9
????????,??????,???????,2,??????,Arhangai,Bulgan,Zuunmod,Manhan,101.097080000,47.278110000,2.65,2.1,2.1,2.7,2.5,2,3.8,3.9,1.95,11.7,1,5.6,0.7,3.3
????????,??????,?????,3,????,Arhangai,Bulgan,Tamir,Tugs,101.304917000,47.377944000,3.2,1.1,1.1,6.7,3.5,3,2,5.4,2,7.4,0.8,6.4,0.8,2.2
????????,??????,???????,1,??????,Arhangai,Bulgan,Tusgalt,Bunhan,101.124444444,47.251333333,3,0.6,0.6,1,2,2.6,2.3,2.4,1.7,5.5,1.3,5.5,1.9,5.3
????????,?????????,?????,1,??????? ?????,Arhangai,Jargalant,Asait,Bulgiin davaa,100.805638900,48.629444440,9.6,3.9,3.9,4.1,5.4,5.7,1.8,4.8,2.6,8.7,2.4,5.5,6,3.8
????????,?????????,??????????,5,??????????? ??????/????????? ???,Arhangai,Jargalant,Bayantsagaan,Hashaalaagui talbai/Hurengiin bel,100.787416700,48.714611110,2.1,2.1,2.1,2.9,2.3,5.2,2,2.4,1.1,1.8,1.2,2.2,2.2,3.3
????????,?????????,??????,4,??????? ???????,Arhangai,Jargalant,Zuslan,Zurhiin uvuljuu,100.967944400,48.744527780,9.05,6.35,6.35,3.85,2.5,16.2,1.8,2.8,0.6,6.2,1.2,5.8,1,7.7
????????,?????????,?????,2,??? ??????? ??,Arhangai,Jargalant,Hoolt,Hets dabaanii am,100.416666700,48.766666670,8.1,3.1,3.1,2.9,4.8,14.7,3.7,2.8,3.6,5.5,4.2,3.6,4,3.2
????????,?????????,??????-???,3,??? ??????,Arhangai,Jargalant,Erdene-Uul,Shar hundii,100.692833333,48.838333333,7.1,1.2,1.2,2,2.3,7.6,5.7,1.9,0.7,4.4,1,3.1,4,3
????????,?? ?????,????,3,????? ?????,Arhangai,Ihtamir,Bort,Taliin tsohio,100.952750000,47.733583330,1.8,0.5,0.5,2.4,3.6,3.5,2.4,1.7,3.3,4.2,1.4,5.8,0.8,3.1
????????,?? ?????,?????,4,?????? ?????,Arhangai,Ihtamir,Bugat,Dargiin bulag,101.436527800,48.032822220,3.4,4.8,4.8,6.1,3.6,6.2,2,1.9,2.2,2.1,0.6,3.8,0.7,2
????????,?? ?????,??????,6,??????,Arhangai,Ihtamir,Taihar,Hujirt,101.185888900,47.598472220,,,,,,,,2.7,2.5,6.5,0.9,4.6,1,2.3
????????,?? ?????,???-?????,2,???????? ?????,Arhangai,Ihtamir,Han-Undur,Suvargiin enger,100.809472222,47.473361111,1.6,2.4,2.4,6.3,7.8,3.5,2.3,2.7,2.4,7.3,1.7,2.6,1.2,2.3
????????,?? ?????,???????,1,????????? ??,Arhangai,Ihtamir,Huhnuur,Ulaalzain am,100.748583300,47.459444440,9.2,5.1,5.1,12.6,6.8,5,2.1,4.9,3.8,8.6,3.1,5.3,4.5,4
????????,?? ?????,????????????,5,??????? ?????,Arhangai,Ihtamir,Erdenetolgoi,Tuulain bulag,101.276527800,47.548111110,3.8,6.6,6.6,13.2,4.9,5.2,2.4,4.9,4.35,6.8,1.7,4,1.7,2.4
????????,????????,????,1,?????? ????,Arhangai,Ugiinuur,Doit,Tsagaan nuur,102.510722200,47.589277780,3.05,1,1,1.9,0.9,3.9,1,1.8,1.1,2.2,0.5,2.4,1,2.6
????????,????????,???????,4,??????????? ??????/???? ??????,Arhangai,Ugiinuur,Zegstei,Hashaalaagui talbai/Elst tolgoi,102.536611100,47.682416670,,,,,0.7,2.4,,0.7,0.8,1.9,0.5,2,0.5,2.8
????????,????????,?????,5,?????-????,Arhangai,Ugiinuur,Orhon ,Ulaan-Ovoo,102.803666700,47.692722220,2.2,1.4,1.4,0.6,0.7,2.6,0.1,1.5,1.4,2.9,0.4,4.5,1.2,3.6
????????,????????,????,3,?????,Arhangai,Ugiinuur,Ugii,Chilen,102.657583300,47.758166670,2.9,1.4,1.4,11.9,0.6,3.7,2.6,1,0.7,2,0.5,4.2,0.9,3.1
????????,????????,??????,2,??????? ?????,Arhangai,Ugiinuur,Togloh,Aguutiin hudag,102.324111100,47.701166670,2.6,1.4,1.4,0.8,0.7,2.1,1.5,0.8,0.9,2,0.6,1.9,0.7,3.2
????????,??????,??????,3,???????????,Arhangai,Ulziit,Baishir,Undurtolgoi,102.391527800,48.150027780,6.6,5.15,5.15,5.05,6,11.5,1,0.4,0.6,4.1,0.6,2.1,0.6,1.2
????????,??????,??????,2,????,Arhangai,Ulziit,Bodont,Zuuh,102.377333300,48.006583330,10,7.1,7.1,6.2,7.5,96,0.2,3,3,13.4,1.2,3.8,4.5,7.5
????????,??????,??????,4,??????????? ??????/?????? ???????,Arhangai,Ulziit,Hushuut,Hashaalaagui talbai/Tsagaan suvarga,102.515861111,48.136027778,,,,,3,9.2,,1.8,0.4,3.2,0.4,1.9,1.7,1.8
????????,??????,?????,1,????? ??????,Arhangai,Ulziit,Yamaat,Yamaat tolgoi,102.676250000,48.008083330,5.9,2.2,2.2,2.5,3.9,6.8,0.7,2.2,1.2,4.8,0.9,4.7,0.2,2.3
????????,?????-?????,??????,1,?????,Arhangai,Undur-Ulaan,Azarga,Buhun,100.578138900,48.140305560,2.2,5.2,5.2,3.8,4.6,4.7,2.1,2.1,2.2,4.4,1.7,2,1.4,5.2
????????,?????-?????,?????,4,?????? ?????,Arhangai,Undur-Ulaan,Belhi,Tsagaan bulag,100.488972200,48.110666670,9.4,9.9,9.9,4.5,7.15,5.4,2,4.2,2.6,9.3,1.8,6.8,3.8,5.4
????????,?????-?????,??????,3,????? ??????,Arhangai,Undur-Ulaan,Dongoi,Muhar hashaat,100.775000000,47.837000000,9.2,15.6,15.6,6.1,6.8,4.8,3,4.4,3.6,6.6,1.6,12.2,3.8,5.3
????????,?????-?????,????,5,??????????? ??????/???????? ??,Arhangai,Undur-Ulaan,Teel,Hashaalaagui talbai/Urangiin am,100.509083300,48.053194440,,,,,,,,,3.5,7.4,2,8.8,8.6,5.8
????????,?????-?????,????,5,?????????,Arhangai,Undur-Ulaan,Teel,Bayanbulag,100.552305600,48.075416670,5.4,13.2,13.2,10.7,14.8,4,0.8,5.9,,,,,,
????????,?????-?????,?????,2,??????,Arhangai,Undur-Ulaan,Hanui,Tumurt,101.062944400,48.139583330,4.5,10.3,10.3,8.8,4.4,3.1,3.6,6.8,3.5,3.9,0.8,11.4,3.4,2.9
????????,??????,??????,7,?????,Arhangai,Tariat,Altaid,Ovoot,100.433833333,48.284722222,3.9,10,10,6.5,7.2,5,3.3,1.8,2.6,9,1.4,4.4,5.4,5.3
????????,??????,??????????,5,?????,Arhangai,Tariat,Buuruljuut,Tsaluu,100.052027800,48.185611110,5.4,15.1,15.1,10.8,16.1,9.8,3.3,3.4,5,6.4,1.3,5.2,6,3.9
????????,??????,?????,6,?? ?????????,Arhangai,Tariat,Murun,Ih jargalant,100.278361111,48.221805556,4.4,10.9,10.9,6.2,8.5,4.2,3.3,1.2,2.2,6.2,1.1,6.1,7.4,3
????????,??????,?????,4,??????????? ??????/??? ?????,Arhangai,Tariat,Suman,Hashaalaagui talbai/Nam hutul,99.895083330,48.131111110,,,,,0.6,1.8,,1.7,2.9,7.4,1.7,2.5,6.8,1.8
????????,??????,????,1,??????,Arhangai,Tariat,Terh,Huurai,99.300611111,48.093055556,4.6,13.9,13.9,5.8,8.8,4,3.3,1.2,1.4,3.6,0.4,2,4.5,1.3
????????,??????,?????,3,???? ????,Arhangai,Tariat,Horgo,Uvur surt,99.790916667,48.186527778,3.45,14.2,14.2,7.6,8.8,9,3.3,4.4,4,10.6,2.1,4.2,7.1,2.7
????????,??????,??????????,2,????,Arhangai,Tariat,Tsagaannuur,Surt,99.735638889,48.141944444,4.1,14.4,14.4,6.9,10.7,14.4,0.5,2.9,2.8,6.2,1,2.4,4.6,1.8
????????,??????????,????-?????,2,?????,Arhangai,Tuvshruuleh,Bayan-Undur,Hurem,102.066805556,47.436277778,5.85,9.7,9.7,10.1,6.8,9.2,3.7,39.9,5,4.9,2.7,5.4,2,2
????????,??????????,??????,4,?????? ????,Arhangai,Tuvshruuleh,Urtunt,Huiten nuur,101.838416667,47.347944444,8.1,15.2,15.2,13.1,4.3,7.6,3.8,14.4,11,19.1,9.1,8,11.6,5.9
????????,??????????,??????????,3,??????????? ??????/???????? ??????,Arhangai,Tuvshruuleh,Urantolgoi,Hashaalaagui talbai/Urangiin tolgoi,101.913222222,47.391861111,7.8,10.9,10.9,21.1,,18.6,3.6,17.5,4.3,3.6,2,6.5,1.6,3.9
????????,??????????,??????,1,?????,Arhangai,Tuvshruuleh,Huhsum,Muhar,101.988277778,47.238666667,,,,,5.2,17.4,,26.5,11.7,18.8,16.7,11.8,5.8,9.6
????????,???????,?????,2,??????,Arhangai,Hairhan,Asgat,Tashgai,101.833555600,48.738305560,1.4,3,3,7.5,5.8,8.4,1.6,1.8,1.3,2.6,1,1.6,4.2,7.3
????????,???????,????????,3,???? ?????,Arhangai,Hairhan,Jarantai,Ariin bulag,102.041861100,48.431305560,1.6,2.5,2.5,7,6.1,2.2,2,1.2,2.3,3.2,1,2.3,1,2.6
????????,???????,?????,4,????,Arhangai,Hairhan,Mogoi,Shand,102.142361100,48.590083330,2.05,3.2,3.2,8.25,6.8,8.5,0.7,1.5,2.3,3.4,1.2,2.2,2.4,7.7
????????,???????,???????,5,??????????? ??????/?? ?????,Arhangai,Hairhan,Uguumur,Hashaalaagui talbai/Uu bulan,101.930777778,48.615777778,,,,,1.9,3.2,,1.4,1.2,4.5,1.3,1.2,1.8,2.7
????????,???????,???????,1,????? ???,Arhangai,Hairhan,Hairhan,Hanan had,101.798750000,48.526166670,1.8,2.4,2.4,7.8,,3.8,5.5,1.6,2.3,2.2,1.2,1.8,3.1,4.9
????????,??????,???????????,3,???????????,Arhangai,Hangai,Arbayasgalan,Zoogiin hundii,99.508750000,47.921722220,0.6,0.8,0.8,3.9,4,6.8,3.3,2,1.6,5.1,1.1,2.3,3.5,1.9
????????,??????,????-?????,4,?????? ?????,Arhangai,Hangai,Bayan-Ulaan,Nariin jalga,99.917805560,47.912277780,1,0.4,0.4,2.1,2.6,3.8,2.9,1.9,2.6,6.1,1.6,3.6,5.4,3.1
????????,??????,???????,2,???????,Arhangai,Hangai,Gichgene,Tsuurai,99.713000000,47.946861110,0.9,0.5,0.5,2.4,2,3.9,0.5,0.9,0.4,5.3,1.4,1.9,4.2,1.8
????????,??????,??????????,6,??????????? ??????/?????? ???,Arhangai,Hangai,Noyonhangai,Hashaalaagui talbai/Mashiin guu,99.420444444,47.838000000,0.6,0.5,0.5,1.2,2.4,3.3,3.3,2.9,0.1,3.5,0.1,0.7,1.5,0.7
????????,??????,????,5,?????? ?????,Arhangai,Hangai,Terh,Tsegiin muhar,99.124972220,47.676944440,0.8,0.6,0.6,5.5,3.7,8.9,,3.2,2.9,5.6,0.3,2.8,4.5,2.4
????????,??????,????????,1,???????? ??????,Arhangai,Hangai,Chandmani,Chandmani tolgoi,99.182777780,47.821027780,0.7,0.7,0.7,3.6,3.4,5.2,2.8,2.9,2.2,5.3,0.2,3.1,4.3,2.1
????????,??????,????,5,??????????? ??????/?????? ????,Arhangai,Hashaat,Bayan,Hashaalaagui talbai/Hairiin ovoo,103.140940000,47.454860000,12.1,0.7,0.7,0.7,0.9,0.8,4.6,,0.3,1.4,0.6,2.7,1.8,2.6
????????,??????,?????????,1,?????? ??????,Arhangai,Hashaat,Jargalant,Tsagaan chuluut,103.080000000,47.593333333,1.2,0.6,0.6,0.3,1.4,3.2,2.2,,0.5,1.6,0.6,2.1,1.7,3.1
????????,??????,??????,2,??? ??????,Arhangai,Hashaat,Nomgon,Bor hooloi,103.341111110,47.355833330,0.9,2.4,2.4,2.2,1.9,2.1,2.5,1.1,0.9,2.2,0.1,2.4,2.1,3.9
????????,??????,?????????,4,????????,Arhangai,Hashaat,Tsagaanhad,Jimbeger,103.088888889,47.340833333,1.4,0.5,0.5,4.2,1.9,4.2,7.1,2.1,1.1,2.7,0.7,3.3,2.3,4
????????,??????,??????,3,?????,Arhangai,Hashaat,Tsaidam,Namag,102.822222222,47.519722222,14.75,6.7,6.7,1.4,9.4,8.2,1.6,10.6,7.9,13.9,1.4,8.9,4.3,4.5
????????,??????,?????????,3,??????? ??,Arhangai,Hotont,Burgaltai,Bogochnii ar,102.569638889,47.425750000,18.6,11.6,11.6,8.2,7.1,8.2,1,3.4,1.6,3,1.7,7.5,8.6,4.7
????????,??????,?????,5,???-????,Arhangai,Hotont,Orhon,Har-Ovoo,102.409250000,47.213027778,7.8,7,7,18.9,11.3,14.2,5.3,8.8,4.1,5.4,1.6,5.8,8.4,1.2
????????,??????,?????????,6,??????????,Arhangai,Hotont,Undursant,Suultolgoi,102.291277778,47.257916667,13.4,11.9,11.9,17.4,10.1,13.3,0.4,11.9,4.1,5,2.4,5.2,9.2,1.6
????????,??????,??????????,4,???,Arhangai,Hotont,Ulaanchuluu,Uuj,102.528861100,47.267111110,13.45,10.6,10.6,11.6,,19.9,2.8,10.4,4.4,5.2,1.1,10.6,9,1.6
????????,??????,??????,1,??????????? ??????/????-???,Arhangai,Hotont,Hotont,Hashaalaagui talbai/Uhaa-Uul,102.452138900,47.364833330,,,,,4.8,5.6,,5.6,2,2.1,1.6,4,3.6,1.5
????????,??????,??????,2,?????? ???? ?????,Arhangai,Hotont,Huuvur,Ihriin zuun uvdug,102.358527800,47.473666670,26.6,7.6,7.6,8.4,8.9,8.8,1.8,6.2,4.9,6.5,3.3,9.6,9.6,3.2
????????,?????,???????,2,?? ??????? ??,Arhangai,Tsahir,Bayangol,Ar teeliin am,98.505694444,47.926750000,1.1,8.4,8.4,1.1,5.7,0.3,4,0.2,1.6,6.8,1.5,3.5,2.3,1.4
????????,?????,?????,4,??????????? ??????/?????,Arhangai,Tsahir,Jinst,Hashaalaagui talbai/Ombog,99.130861110,48.113388890,,,,,,,,,,,2.6,6.8,4.1,1.8
????????,?????,???-???,1,???????? ??,Arhangai,Tsahir,Han-Uul,Salhitiin am,98.920916670,48.084555560,0.05,4.8,4.8,0.05,2.85,0.5,1.2,0.2,0.8,3.6,1.9,3.6,1.7,1.5
????????,?????,?????,3,???,Arhangai,Tsahir,Tsahir,Onh,99.052790000,48.050320000,0.01,4.75,4.75,0.5,2.9,0.5,2.4,0.2,2.95,8.2,2.4,4.6,3.6,2.5
????????,??????,?????-????,4,?????? ?????,Arhangai,Tsenher,Altan-Ovoo,Hunher hyasaa,101.767638900,47.326611110,3,1.5,1.5,8,5.5,14,,10.5,5.7,14,2.8,7.2,3.1,3
????????,??????,??????,5,???? ??????,Arhangai,Tsenher,Builan,Baga urguut,101.774750000,47.508638890,3.2,6.8,6.8,8.1,3.6,7.3,1.6,8,4.4,8.7,3.1,6.3,3.2,2.5
????????,??????,?????,1,????????,Arhangai,Tsenher,Orhon,Tsagduult,101.685750000,46.991222220,5.6,2.3,2.3,8,6.3,14.8,2.8,10.5,4,18.1,5,11.6,13.5,3.8
????????,??????,?????,6,??????,Arhangai,Tsenher,Tamir,Tatuur,101.759555600,47.430611110,1.4,1.3,1.3,8,,,0.8,6.4,2,5,2.4,6,1.1,3.4
????????,??????,??????,3,????? ??,Arhangai,Tsenher,Tsenher,Ustiin ar,101.620972200,47.192583330,2.3,2.9,2.9,9.2,5.2,10.8,4,6.6,3.9,8.7,3.6,3.8,3.4,2.9
????????,??????,????????,2,??????? ??,Arhangai,Tsenher,Tsetserleg,Zoogiin ar,101.749972200,47.108833330,4.2,5.4,5.4,16.7,6.7,12.5,3.6,7,3.5,10.7,3.5,9.6,1.4,3
????????,????????,???????,5,??? ?????,Arhangai,Tsetserleg,Ihbulag,Shar davaa,101.193044400,48.926388890,5.4,8.8,8.8,4.1,5.05,4.6,2.6,6.3,2.25,9.6,0.5,6.3,2.9,9.8
????????,????????,???????,2,????,Arhangai,Tsetserleg,Tuulant,Suuj,100.978138900,48.951861110,7.2,8.7,8.7,2.65,5.8,4.2,1,2.4,0.5,4.4,0.9,3.1,0.1,3.1
????????,????????,???????,4,??????,Arhangai,Tsetserleg,Hongorj,Mailah,101.376250000,48.873472222,8.8,9.6,9.6,2,7.9,7.4,1.6,1.2,1,7.6,0.2,7.5,2.3,3.7
????????,????????,??????,3,??????? ?????,Arhangai,Tsetserleg,Hujirt,Maaniin enger,101.214055556,48.797194444,18.2,13.2,13.2,7.1,6.5,8,0.8,3,1,7.2,0.4,4.4,0.4,7.8
????????,????????,??????,1,??????,Arhangai,Tsetserleg,Chuluut,Shangai,100.746944444,49.094194444,7.8,7.9,7.9,5.5,1.4,3.9,1.6,2.5,3.3,6.4,0.4,4.7,2.8,2.1
????????,??????,???????,4,??????,Arhangai,Chuluut,Zuunmod,Tsohiot,100.225250000,47.659166667,9.45,6.4,6.4,4.2,4.75,5.8,0.6,4.9,5.1,6.8,2,6.6,6.3,5.5
????????,??????,?????????,5,??????????? ??????/????????? ?????,Arhangai,Chuluut,Ulziit gol,Hashaalaagui talbai/Narangiin enger,100.199222200,47.545000000,5.5,4.8,4.8,3.2,3.9,5.1,2,3.7,4.8,5.1,3.4,6.5,7.1,7.2
????????,??????,???????,2,??? ????????,Arhangai,Chuluut,Hairhan,Emt namarjaa,100.543500000,47.533000000,9.6,7.8,7.8,6.5,6.7,6.7,1.2,8.3,5.5,8.2,2.1,7.4,6.7,6.1
????????,??????,??????-??,3,?????? ?????,Arhangai,Chuluut,Haluun-Us,Tsagaan hotol,100.209583300,47.726055560,10.6,6.9,6.9,4.1,4.6,5.5,0.4,6.1,4.1,4.9,1.9,5.8,5.1,5.3
????????,??????,?????,1,?????? ????,Arhangai,Chuluut,Hurem,Tsagaan asga,100.351777800,47.446388890,7.2,7.2,7.2,5.8,5.3,7.1,0.01,7.8,6,7.3,1.4,7.1,7.1,6.4
????????,????????????,?????????,4,??????,Arhangai,Erdenebulgan,Bortolgoi,Maanit,101.456250000,47.467055560,5.5,,,10.4,,5.3,,6.9,3.9,9,2.3,8.5,11.6,3.7
????????,????????????,??????????,5,??? ??????? ??,Arhangai,Erdenebulgan,Naranbulag,Urt bulgiin eh,101.515111000,47.509694000,,,,,,,,19.9,8.9,9.3,2.6,6.3,3.4,1.6
????????,????????????,????-???,1,???? ?????,Arhangai,Erdenemandal,Alag-Uul,Baga bulag,101.462222222,48.421194444,6.3,10,10,8,1.2,6.2,3,5.8,2.6,10.8,1.4,7.4,7.8,6.4
????????,????????????,????-?????,2,??? ?????,Arhangai,Erdenemandal,Ider-Ulaan,Shar enger,101.581388889,48.282833333,9.4,10.1,10.1,8.1,2.6,7.3,3.1,13.6,2.8,16.7,1.4,9.7,9.6,10.3
????????,????????????,??????,6,??????????? ??????/?????? ????,Arhangai,Erdenemandal,Ulziit,Hashaalaagui talbai/Ulziit denj,101.363944000,48.528417000,3.4,3.6,3.6,2.4,1.1,3.6,,3.8,1.2,3.9,0.4,7.2,3.8,5.9
????????,????????????,????,5,???????? ????,Arhangai,Erdenemandal,Teel,Gongoriin jalga,101.509777778,48.600002778,10.2,13.1,13.1,8.8,2.6,8.8,3.2,17.3,2.5,22.3,0.8,7.9,7.9,12.8
????????,????????????,???-?????,4,?????? ????????,Arhangai,Erdenemandal,Han-Undur,Shanaga havarjaa,101.140722222,48.570361111,4.4,6.5,6.5,4.6,1.3,5.8,1.2,4.4,1.8,8.8,4,5.8,8.2,10.1
????????,????????????,??????-???,3,????? ??????,Arhangai,Erdenemandal,Erdene-Uul,Oldoh zuslan,101.170888889,48.459833333,4.5,8.2,8.2,8.8,1.8,4.8,0.6,4.5,1.4,4.7,0.6,7.1,3.8,8.8
????-?????,?????,??????,3,???????? ??,Bayan-Ulgii,Altai,Bardam,Bardamiin am,89.542283333,48.368283333,1.8,1.1,1.3,1.2,30,4.3,3.3,4.2,4.5,5,3.5,3.4,4.2,3.2
????-?????,?????,????????,2,?????? ?????,Bayan-Ulgii,Altai,Ulaan had,Dambiin hushuu,89.729000000,48.100250000,1.8,1.3,1.2,1,3.4,2.4,0.3,2.2,3.4,3,2.2,2.6,3.4,2.8
????-?????,?????,???????,1,??? ????,Bayan-Ulgii,Altai,Harnuur,Shargovi,89.537100000,48.220400000,1.6,1.1,1.2,1,2.7,5,3.4,5,5.1,5.4,3.4,3.6,4.4,3.4
????-?????,?????,????????????????,4,??????????? ??????/???? ????,Bayan-Ulgii,Altai,Chihertei sumiin tuv,Hashaalaagui talbai/Hoit govi,89.496033333,48.302166667,1.7,1.3,1.3,1.1,3.6,2.3,0.6,2.2,2.6,2.8,2,2.4,3.4,2.2
????-?????,?????????,?????????,2,?????????,Bayan-Ulgii,Altantsugts,Bayanbulag,Bayanbulag,90.534500000,48.918400000,,0.4,0.9,3,3,2.3,2.3,2.1,1.1,2.8,0.6,1.3,5,2.8
????-?????,?????????,????????????,3,????????????,Bayan-Ulgii,Altantsugts,Ulaanhargana,Ulaanhargana,90.637500000,49.255200000,,1.3,0.9,3.2,0.9,2.8,0.4,1,1.1,4.2,1,3.3,3.6,4.1
????-?????,?????????,???,1,???,Bayan-Ulgii,Altantsugts,Hash,Hash,90.221500000,49.034583333,,0.6,0.8,1.4,2.6,2.3,0.8,1.3,1.1,3.2,0.7,3.4,4,3.8
????-?????,?????????,???????????(????????),4,??????????? ??????/????,Bayan-Ulgii,Altantsugts,Tsagaan tunge (Sumiin tov),Hashaalaagui talbai/Agshi,90.464800000,49.060300000,,1.1,1.3,2.4,2,2.7,0.7,1.6,0.7,2.3,0.5,1.4,2.4,2.6
????-?????,????????,????????,2,?????? ?????,Bayan-Ulgii,Bayannuur,Bayannuur,Nuuriin huvuu,90.860616667,48.871416667,,,,,0.3,2.1,1.8,0.8,1.2,1.9,0.3,1,1.6,2
????-?????,????????,??????????,3,????????,Bayan-Ulgii,Bayannuur,Tsagaan aral,Bodanhar,90.759033333,48.960666667,1.1,2,3.1,2.2,1.5,2.8,1.1,2.3,1.3,2.7,0.9,1.2,2.8,2.3
????-?????,????????,????????/???????/,5,??????? ?????,Bayan-Ulgii,Bayannuur,Tsul ulaan /holimog/,Habtgai hashaa,91.043716667,48.886233333,1.1,1.6,4,2.1,1.4,1.9,1.4,1.3,,,0.6,1.7,2.5,2
????-?????,????????,??????,1,??????,Bayan-Ulgii,Bayannuur,Tsetsegt,Tsetsegt,91.075783333,48.810150000,1,1.5,3.9,1.875,1.8,1.3,1.8,0.8,0.8,1.8,0.6,0.5,3.9,2.8
????-?????,????????,????????????,4,??????????? ??????/????????????? ???,Bayan-Ulgii,Bayannuur,Shar tsehee tuv,Hashaalaagui talbai/Bayasgalangiin tal,91.142500000,48.919566667,0.8,1.8,3.2,1.5,0.9,1.5,2.3,,0.4,2.7,0.4,1.2,3.9,2
????-?????,?????,????????,4,????,Bayan-Ulgii,Bugat,Bugiin am,Buga,90.139483333,48.974616667,,1.1,0.5,2.6,1.5,1.5,7.7,1.2,0.8,1.9,0.6,2.6,2.4,2.9
????-?????,?????,???????????,2,?????????,Bayan-Ulgii,Bugat,Ulaantolgoi,Shinedabaa,89.838916667,49.155277778,,0.8,1.2,2.5,9.7,4.1,4.2,5.2,4.2,3.8,1.8,2,9.4,6.2
????-?????,?????,?????,1,?????,Bayan-Ulgii,Bugat,Hatuu,Hatuu,90.149611111,48.930361111,,1.2,0.7,3,4.3,2.2,4.4,1.2,1.2,1.6,0.7,2.6,3.3,4.1
????-?????,??????,??????,3,??????? ??????,Bayan-Ulgii,Bulgan,Bulgan,Bulganii hundii,91.039500000,47.091800000,,0.2,0.2,1.4,0.3,0.6,5.1,0.7,0.5,0.9,0.5,0.5,0.1,0.6
????-?????,??????,?????????????,4,?????? ?????????,Bayan-Ulgii,Bulgan,Jargalant,Nariin jargalant,91.060583333,46.927333333,0.2,,,,,1.05,2.1,0.6,1.2,0.8,0.5,0.6,0.4,0.95
????-?????,??????,??????,2,????? ??????? ??,Bayan-Ulgii,Bulgan,Saihan,Ulaan dabaanii am,91.060500000,47.228700000,0.3,0.3,0.3,1.3,0.9,5.6,7.4,4.2,1.8,3.5,1.3,1.6,1.2,1.9
????-?????,??????,??????,6,????????? ???,Bayan-Ulgii,Bulgan,Sunhul,Shubteriin tuv,91.313850000,46.795533333,0.3,0.4,0.4,1.5,0.5,1,2.3,,,,0.3,0.8,0.7,0.9
????-?????,??????,????????,1,???????? ?????,Bayan-Ulgii,Bulgan,Ulaagchin,Ulaagchnii davaa,90.859500000,47.505183333,0.2,0.4,,,0.7,0.9,2.6,2.5,0.9,3.6,2.4,1.6,2.5,1.9
????-?????,??????,????????,7,???? ????????? ??,Bayan-Ulgii,Bulgan,Ulaanhus,Dund tomortiin am,91.330066667,46.703500000,0.3,0.4,0.4,1.5,0.5,1.1,2.8,0.3,1.3,1.6,0.4,0.8,0.5,0.7
????-?????,??????,??????,5,????????? ??,Bayan-Ulgii,Bulgan,Hujirt,Bayangoliin am,91.128266667,46.906933333,0.2,0.3,0.2,1.8,0.9,1.2,4.7,0.6,0.3,0.7,0.8,0.3,0.6,0.3
????-?????,?????,???????,3,?????? ??????? ?????,Bayan-Ulgii,Buyant,Umnugol,Tsagaan tolgoin hutul,89.819400000,48.689900000,1.3,1,0.8,0.7,1.4,3.8,2.4,2.2,3.8,4.9,2.2,4,5.3,2.1
????-?????,?????,???????,2,???? ?????????? ??,Bayan-Ulgii,Buyant,Hultsuut,Hoit hultsuutiin am,89.443833333,48.586016667,1.2,0.9,0.6,0.5,1.2,8.5,5.6,2.2,2.2,2.1,1.2,1.4,2.8,0.6
????-?????,?????,???????,1,?????? ?????,Bayan-Ulgii,Buyant,Huh ereg,Burtiin hutul,89.841800000,48.524000000,1.4,1.1,0.9,0.8,1.5,4.5,2.5,5.7,3,3.4,1.6,2.7,3.2,1.6
????-?????,?????,?????????(????????),4,??????????? ??????,Bayan-Ulgii,Buyant,Shar tohoi,Hashaalaagui talbai,89.535316667,48.578083333,1,0.8,0.5,0.4,1.3,7.6,4.9,1.2,1.7,2.2,0.4,1.2,2.1,0.7
